text_raw,text_clean,label,platform
"Một cuốn sách rất đáng đọc về tình yêu thương và sự mất mát mà chắc chắn mình sẽ gợi ý cho mọi người (dù biết rằng nó đã rất hot rồi), để cùng cười trước những trò nghịch ngợm tinh quái, trí tưởng tượng tuyệt vời và những ước mơ rất trẻ con của Zezé, cùng xót xa khi em bị đánh đập, cùng đau đớn khi những người bạn mà em yêu nhất lần lượt ra đi, và cùng tiếc nuối khi nhận ra rằng một đứa trẻ chưa đầy 6 tuổi như em đã biết quá nhiều, đến mức sự hồn nhiên, mơ mộng trẻ con của em sẽ không bao giờ quay trở lại.

Mình có thể hiểu tại sao cuốn sách này lại hot đến vậy, lối viết rất nhẹ nhàng, trong sáng và dễ hiểu, quá đủ để tiếp cận độc giả ở mọi lứa tuổi. Nhưng cảm xúc mà nó đem lại thì mạnh mẽ vô cùng.

Cuối cùng thì cảm ơn Tiki và Nhã Nam (cùng chiến dịch Dọn kho - lý do cuối cùng khiến mình hạ quyết tâm rước ẻm về nhà =))) đã đem đến cho mình một cuốn sách tuyệt vời. Đáng đồng tiền bát gạo.",cuốn sách đáng đọc tình_yêu_thương sự mất_mát chắc_chắn gợi_ý mọi người dù biết rằng nó hot rồi cùng cười trước trò nghịch_ngợm tinh_quái_trí tưởng_tượng tuyệt_vời ước_mơ trẻ_con zezé cùng xót_xa đánh_đập cùng đau_đớn người yêu lần_lượt ra đi cùng tiếc_nuối nhận ra rằng đứa trẻ chưa đầy tuổi biết quá nhiều đến mức sự hồn_nhiên mơ_mộng trẻ_con bao_giờ quay trở_lại có_thể hiểu tại_sao cuốn sách hot đến lối viết nhẹ_nhàng trong_sáng dễ hiểu quá đủ tiếp_cận độc_giả mọi lứa tuổi nhưng cảm_xúc nó đem mạnh_mẽ vô_cùng cuối_cùng cảm_ơn tiki nhã_nam cùng chiến_dịch dọn kho lý_do cuối_cùng khiến hạ quyết_tâm rước ẻm nhà đem đến cuốn sách tuyệt_vời đáng đồng_tiền bát gạo,Positive,tiki
Mua đợt sale giá rẻ. Đặt có 1h là ship đến rồi. Nhưng ko biết phải đợt sale ko trừ 2 cuốn đắt nhất thì 4 cuốn còn lại đều có tì vết dù ko đáng kể nhưng lần đầu mua sách nên hơi hụt hẫng.,mua đợt sale giá rẻ đặt giao hàng đến rồi nhưng biết phải đợt sale trừ cuốn đắt cuốn còn đều tì vết dù đáng_kể nhưng lần đầu mua sách hơi hụt hẫng,Positive,tiki
Sách bị móp nhẹ ở phần góc phải trong sách thì giấy cũng hơi nhăn ở góc đó vs lại bìa bị bong lớp nilon ra một chút,sách móp nhẹ phần góc phải sách giấy hơi nhăn góc với_lại bìa bong lớp nilon ra một_chút,Positive,tiki
Đây là cuốn sách làm tôi xúc động nhất từ trước đến bây giờ. Nếu bạn là cha mẹ và có một cậu con trai tinh nghịch ( hoặc nói quá là nghịch ngợm) thì nên đọc để yêu thương con đúng cách.,cuốn sách làm xúc_động trước đến bây_giờ nếu cha_mẹ cậu con trai tinh_nghịch nói quá nghịch_ngợm đọc yêu_thương con đúng cách,Positive,tiki
"Sách đẹp, mới, cứng cáp. Giao hàng siu nhanh. Đã lâu rồi ko đặt sách tiki, giờ đặt lại vẫn hài lòng lắm. Giao hàng hcm siêu nhanh. Nhận sách cái feedback luôn nên chưa kịp thẩm nội dung như nào",sách đẹp mới cứng_cáp giao hàng siu nhanh lâu rồi đặt sách tiki giờ đặt hài_lòng giao hàng hcm siêu nhanh nhận sách cái feedback luôn chưa kịp thẩm_nội_dung nào,Positive,tiki
"""Cây Cam Ngọt Của Tôi"" là một tác phẩm văn học đầy cảm xúc, kể về hành trình trưởng thành của nhân vật chính qua những biến cố của cuộc sống. Cuốn sách gợi mở nhiều suy ngẫm về gia đình, tình bạn và sự lựa chọn cá nhân trong từng hoàn cảnh khác nhau. Đây là một cuốn sách đáng đọc, không chỉ bởi giá trị văn học mà còn bởi những bài học sâu sắc mà nó mang lại.",cây cam_ngọt tác_phẩm văn_học đầy cảm_xúc kể hành_trình trưởng_thành nhân_vật chính biến_cố cuộc_sống cuốn sách gợi_mở nhiều suy_ngẫm giá đình_tình sự lựa_chọn cá_nhân từng hoàn_cảnh khác nhau cuốn sách đáng đọc không_chỉ bởi giá_trị văn_học mà_còn bởi bài_học sâu_sắc nó mang,Positive,tiki
"Mình đã đọc xong cuốn này và theo mình cảm nhận về nội dung thì khá là hay, câu chuyện kể về một đứa trẻ 5 tuổi nhưng cái nghèo đã bắt em phải hiểu chuyện và bắt em trải qua những thứ mà ngay cả người lớn còn chưa chắc đã có thể chịu đựng được. Đọc khúc đầu thì không sao, thậm chí còn có nhiều chi tiết gây cười nữa, nhưng đọc đến những chương gần cuối rồi thì mình tốn không ít nước mắt. Nói chung là khá hay, nếu có thể thì mình nghĩ bạn cũng nên đọc thử
Còn về giao hàng thì sách được giao khá nhanh, không bị hư góc hay gì cả nhưng mình thấy sách không còn siu, và bị thiếu mất đồ kẹp sách nữa nên cũng hơi thất vọng xíu, nhưng vẫn oke nha 
*Ps : Hình này là do mình đọc hết cuốn sách rồi mới chụp nên nhìn hơi bất ổn xíu :'>>",đọc xong cuốn cảm_nhận nội_dung khá câu_chuyện kể đứa trẻ tuổi nhưng cái nghèo bắt phải hiểu chuyện bắt trải thứ ngay cả người_lớn còn chưa chắc có_thể chịu_đựng đọc khúc đầu sao thậm_chí còn nhiều chi_tiết gây cười nữa nhưng đọc đến chương gần cuối rồi tốn ít nước_mắt nói_chung khá nếu có_thể nghĩ cũng_nên đọc thử còn giao hàng sách giao khá nhanh hư_góc gì cả nhưng thấy sách còn siu thiếu mất_đồ kẹp sách nữa hơi thất_vọng_xíu nhưng tốt_nha ps_hình do đọc hết cuốn sách rồi mới chụp nhìn hơi bất_ổn xíu,Positive,tiki
"Nội dung vô cùng hấp dẫn và cảm động, cậu bé Zeze trong truyện có 1 tuổi thơ đầy cay đắng và bi thương, cả về thể xác lẫn tinh thần. Nhiều phân đoạn đầy xúc động và sâu sắc đến mức tôi ko cầm được nước mắt. Đây chắc chắn là 1 trong nhưng cuốn sách hay nhất tôi từng đọc",nội_dung vô_cùng hấp_dẫn cảm_động cậu bé zeze truyện tuổi_thơ đầy cay_đắng bi_thương cả thể_xác lẫn tinh_thần nhiều phân_đoạn đầy xúc_động sâu_sắc đến mức cầm nước_mắt chắc_chắn nhưng cuốn sách từng đọc,Positive,tiki
"Cuốn sách khá ngắn, có thể đọc hết trong 1 lần đọc. Khi đọc những trang đầu mình không hào hứng lắm vì câu chuyện kể về sự nghèo khổ của gia đình cậu bé Zezé. Bắt đầu phần sau của câu chuyện, tác giả đã thêm vào những chi tiết để thấy rằng cuộc sống tuy khó khăn nhưng cũng tràn đầy sắc màu. Đoạn kết khiến mình hơi hụt hẫng nhưng cũng diễn ra rất nhanh để kết thúc luôn câu chuyện nên cũng không gây ra quá nhiều nuối tiếc cho mình. Nhìn lại thì đây là một tác phẩm đáng yêu, thú vị, khiến bản thân phải suy nghĩ về cuộc sống này, trân trọng những điều giản dị và dặn mình luôn đối xử tốt với mọi người xung quanh",cuốn sách khá ngắn có_thể đọc hết lần đọc đọc trang đầu hào_hứng câu_chuyện kể sự nghèo_khổ giá đình cậu bé zezé bắt_đầu phần sau câu_chuyện tác_giả thêm vào chi_tiết thấy rằng cuộc_sống tuy khó_khăn nhưng tràn_đầy sắc_màu đoạn kết khiến hơi hụt_hẫng nhưng diễn ra nhanh kết_thúc luôn câu_chuyện gây ra quá nhiều nuối_tiếc nhìn tác_phẩm đáng yêu thú_vị khiến bản_thân phải suy_nghĩ cuộc_sống trân_trọng điều giản_dị dặn luôn đối_xử tốt mọi người xung_quanh,Positive,tiki
"mua Cha và Con của Tony Parsons thì nhận đc sách của Ivan Turgenev thực sự quá thất vọng, đơn này chấp nhận lấy ko đổi trả, chat nhắc đơn sau tránh nhầm mà vẫn bị, ko hiểu làm ăn kiểu gì, quà tặng ko thấy luôn, nếu ko có sách thì phải báo chứ. ko bao h mua lại ở đây nữa.",mua cha con tony parsons nhận sách ivan turgenev thực_sự quá thất_vọng đơn chấp_nhận lấy đổi trả chat nhắc đơn sau tránh nhầm hiểu làm_ăn kiểu gì quà tặng thấy luôn nếu sách phải báo chứ bao_h mua nữa,Negative,tiki
"Đáng mua lắm mn ạ. Mình đọc mà cảm xúc lẫn lộn lắm luôn í. Phẫn nộ, đau xót, đáng thương, niềm vui và những nỗi buồn cứ luân phiên hiện hữu trong tâm trí mình. Ẩn sâu trong đó là những bài học vô cùng ý nghĩ. Có thể đọc xong bạn sẽ có cái nhìn khác về cuộc sống của mình.",đáng mua mn đọc cảm_xúc lẫn_lộn luôn phẫn_nộ đau_xót đáng thương_niềm vui nỗi buồn cứ luân_phiên hiện_hữu tâm_trí ẩn sâu bài_học vô_cùng ý_nghĩ có_thể đọc xong cái nhìn khác cuộc_sống,Positive,tiki
"sách hay, diễn tiến theo tâm lý nhân vật, xây dựng nhân vật có chiều sâu tâm lý, rất trẻ con nhưng là bài học cho người lớn.",sách diễn_tiến tâm_lý nhân_vật xây_dựng nhân_vật chiều sâu tâm_lý trẻ_con nhưng bài_học người_lớn,Positive,tiki
"Bìa cực xinh, tiki giao hàng nhanh, sách không bị nhăn góc, gãy cạnh hay bẩn j hết.
Cuốn này quá nổi rồi nên mình sẽ không nhận xét về nội dung mà chỉ chia sẻ cảm nhận của bản thân. Khi mới đọc nửa đầu, mk vừa buồn cười vừa giận những trò nghịch ngợm của cậu bé, ngưỡng mộ tài năng cũng như yêu quý tính cách dễ thương của cậu. Nhưng đến khoảng nửa phần sau mk thì khóc sướt mướt luôn:((. Mk giận cuộc đời sao đối xử bất công với cậu bé như thế!! Cậu vẫn còn quá nhỏ để hiểu đời, hiểu thế sự, hiểu sự "" chết"" là gì!! Dẫu biết cuộc sống khó khăn cậu đã trải qua thuở bé trở thành hành trang cho đường đời sau này, dẫu biết mọi thứ đều có mặt tích cực, nhưng mình vẫn thương, vẫn tiếc cho một tuổi thơ đầy tươi đẹp, đầy hồn nhiên đã bị giết chết quá sớm như thế!
Nói chung, mình cực kì khuyên các bạn NÊN MUA. Cuốn sách còn hơn cả một câu chuyện về ZeZe mà cò chất chứa nhiều câu chuyện khác, nhiều tầng ý nghĩa khác nữa!!",bìa cực xinh_tiki giao hàng nhanh sách nhăn góc gãy cạnh bẩn hết cuốn quá nổi rồi nhận_xét nội_dung chia_sẻ cảm_nhận bản_thân mới đọc nửa đầu vừa buồn_cười vừa_giận trò nghịch_ngợm cậu bé ngưỡng_mộ tài_năng yêu_quý tính_cách dễ_thương cậu nhưng đến khoảng nửa phần sau khóc sướt_mướt luôn giận cuộc_đời sao đối_xử bất_công cậu bé như_thế cậu còn quá nhỏ hiểu đời hiểu sự hiểu sự chết gì dẫu biết cuộc_sống khó_khăn cậu trải thuở bé trở_thành hành_trang đường đời sau_này dẫu biết mọi thứ đều có_mặt tích_cực nhưng thương tiếc tuổi_thơ đầy tươi_đẹp đầy hồn_nhiên giết chết quá sớm như_thế nói_chung cực_kì khuyên mua cuốn sách còn cả câu_chuyện zeze cò chất_chứa nhiều câu_chuyện khác nhiều tầng ý_nghĩa khác nữa,Positive,tiki
"rất lâu rồi mới có quyển sách khiên mình đọc 1 hơi hết vèo quyền sách, nội dung rất hay cứ như truyện thiếu nhi cho người lớn í, mình ngồi ngoài quán cà phê đọc được nửa mà phải về vì ngồi khóc sợ người khác thấy lại tưởng mình bị gì",lâu rồi mới quyển sách khiên đọc hơi hết vèo quyền sách nội_dung cứ truyện thiếu_nhi người_lớn ngồi ngoài quán cà_phê đọc nửa phải ngồi khóc sợ người khác thấy tưởng gì,Positive,tiki
"Quyển sách lấy đi của mình khá nhiều nước mắt nhưng đừng vì review này của mình mà không mua sách các bạn nhé! Sách cực kỳ hay. Câu chuyện hết sức ý nghĩa và cảm động, đúng là làm cho người đọc thổn thức! Rất đáng xem ạ!!!",quyển sách lấy đi khá nhiều nước_mắt nhưng đừng review mua sách sách cực_kỳ câu_chuyện hết_sức ý_nghĩa cảm_động đúng làm người đọc thổn_thức đáng xem,Positive,tiki
"hic thấy người ta mua sách nhìn ổn áp ghê, tới mình mua đợt nào sách cũng quăng góc, trầy bìa, lum la. Không phải lần đầu nói. Chăm sóc khách hàng của Tiki tốt thực sự, nhưng sách bên Tiki Trading giao tới mình thì lại thất vọng tràn trề. Mong Tiki cùng Nhã Nam sẽ có cách cải thiện trong những lần mình đặt sắp tới.",hic thấy người ta mua sách nhìn ổn_áp ghê tới mua đợt nào sách quăng góc trầy bìa lum_la phải lần đầu nói chăm_sóc khách_hàng tiki tốt thực_sự nhưng sách bên tiki trading giao tới thất_vọng tràn trề mong_tiki cùng nhã nam cách cải_thiện lần đặt sắp tới,Neutral,tiki
"Mình đọc liền 1 mạch hết truyện luôn. Câu chuyện về cậu bé zeze mới chỉ 5 tuổi nhưng đã có suy nghĩ trưởng thành hơn rất nhiều so với tuổi của mình. Cậu bé có nhiều trò nghịch ngợm khá tai quái như bôi nến lên đường để làm người đi đường bị ngã, làm rắn giả để doạ người đi đường, đốt hàng rào nhà hàng xóm, cắt dây phơi nhà hàng xóm, đốt võng khi bác đang ngủ... Tuy nhiên cậu lại vô cùng thông minh và có trí tưởng tượng rất phong phú. Cậu biết đọc khi chưa tới trường mà không cần ai dạy. Cậu ngỗ nghịch với mọi người nhưng cậu lại rất yêu thương, trìu mến với chị gái Glo và em trai Luis. Trong khi cậu luôn nghĩ mình là con quỷ, mình không nên sinh ra trên đời để bị đánh đập, hành hạ. Thì dối với cô giáo, cậu là cậu bé có trái tim vàng. Đối với ông Ario bán nhạc, cậu là chú chim sẻ mang lại may mắn, là vị thánh tí hon. Đối với ông Bồ cậu là người bạn thân nhất, là con trai mang lại cho ông những tiếng cười sảng khoái. Và Zeze bé nhỏ phải trải qua nhiều đau đớn cả về thể xác lẫn tinh thần mà đáng ra, 1 em bé mới 5 tuổi không nên biết. Đó là những giáng sinh hụt hẫng, thất vọng cùng cực khi nhìn thấy đôi giày trống không, không có quà. Đó là đôi mắt mở to đau đớn ám ảnh của cha khi bị tổn thương bởi những câu nói trẻ thơ. Đó là nỗi thất vọng khi bị xé mất quả cầu đầu tiên mình đang kỳ công cố gắng làm. Đó là trận đòn thừa sống thiếu chết của anh chị. Đó là lần bị cha dùng roi da đánh đến ngất đi và kể từ đó người cha trong tim cậu cũng vĩnh viễn chết đi. Và đau đớn hơn cả là khi cậu nghe tin ông Bồ- người cho cậu yêu thương, người cậu coi là cha- bị tàu cán. Khép lại truyện mà vẫn cứ nghĩ hoài về zeze. Mong rằng mối đứa trẻ đều được yêu thuwong, được thấu hiểu, được chia sẻ để các em sẽ đều được hạnh phúc, trưởng thành chứ k phải day dứt và ám thị vì những điều ng lớn mắng nhiếc về mình.",đọc liền mạch hết truyện luôn câu_chuyện cậu bé zeze mới tuổi nhưng suy_nghĩ trưởng_thành nhiều so tuổi cậu bé nhiều trò nghịch_ngợm khá tai_quái bôi nến lên_đường làm người đi đường ngã làm rắn giả dọa người đi đường đốt hàng_rào nhà hàng_xóm cắt dây phơi nhà hàng_xóm đốt võng bác ngủ tuy_nhiên cậu vô_cùng thông_minh trí tưởng_tượng phong_phú cậu biết đọc chưa tới trường cần ai dạy cậu ngỗ_nghịch mọi người nhưng cậu yêu_thương trìu_mến chị_gái glo em_trai luis cậu luôn nghĩ con quỷ sinh ra trên đời đánh_đập hành_hạ dối cô_giáo cậu cậu bé trái_tim vàng đối_với ông ario bán nhạc cậu chú chim_sẻ mang may_mắn vị thánh_tí_hon đối_với ông bồ_cậu người thân con trai mang ông tiếng cười sảng_khoái zeze bé_nhỏ phải trải nhiều đau_đớn cả thể_xác lẫn tinh_thần đáng_ra bé mới tuổi biết giáng_sinh hụt_hẫng thất_vọng cùng_cực nhìn thấy đôi giày trống quà đôi mắt mở to đau_đớn ám_ảnh cha tổn_thương bởi câu nói trẻ_thơ nỗi thất_vọng xé mất quả cầu đầu_tiên kỳ_công cố_gắng làm trận đòn thừa sống thiếu chết anh_chị lần cha dùng roi da đánh đến ngất đi kể người cha tim cậu vĩnh_viễn chết đi đau_đớn cả cậu nghe tin ông bồ người cậu yêu_thương người cậu coi cha tàu cán_khép truyện cứ nghĩ hoài zeze_mong rằng mối đứa trẻ đều yêu thuwong thấu_hiểu chia_sẻ đều hạnh_phúc trưởng_thành chứ phải day_dứt ám_thị điều ng lớn mắng_nhiếc,Positive,tiki
"Sách dc giao nguyên vẹn, nội dung rất hay và ý nghĩa. Nhiều bạn phàn nàn tiki k dùng xốp hay bọc chống sốc, nhưng như vậy cực kì ô nhiễm mt 1 cách k cần thiết, vì sách k phải hàng dễ vỡ và đọc 1 thời gian cũng cũ, quan trọng là nội dung truyền tải. Cảm ơn tiki vì điều này + bao giờ cũng bán rẻ hơn các nhà sách khác.",sách giao nguyên_vẹn nội_dung ý_nghĩa nhiều phàn_nàn tiki dùng xốp bọc chống sốc nhưng như_vậy cực_kì ô_nhiễm mt cách cần_thiết sách phải hàng dễ vỡ đọc thời_gian cũ quan_trọng nội_dung truyền_tải cảm_ơn tiki điều bao_giờ bán rẻ nhà_sách khác,Positive,tiki
"Tác phẩm văn học kể về trẻ em lớn lên trong sự nghèo khó nhưng vẫn rất thời đại, rất hay và cảm động. Lời văn mượt mà, đầy hương vị và gần gũi.",tác_phẩm văn_học kể trẻ_em lớn lên sự nghèo_khó nhưng thời_đại cảm_động lời văn_mượt đầy hương_vị gần_gũi,Positive,tiki
